Head_x,Head_y,Head_z,Neck_x,Neck_y,Neck_z,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,SpineMid_x,SpineMid_y,SpineMid_z,SpineBase_x,SpineBase_y,SpineBase_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,HipRight_x,HipRight_y,HipRight_z,HipLeft_x,HipLeft_y,HipLeft_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristRight_x,WristRight_y,WristRight_z,HandRight_x,HandRight_y,HandRight_z,HandTipRight_x,HandTipRight_y,HandTipRight_z,ThumbRight_x,ThumbRight_y,ThumbRight_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,WristLeft_x,WristLeft_y,WristLeft_z,HandLeft_x,HandLeft_y,HandLeft_z,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootRight_x,FootRight_y,FootRight_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,FootLeft_x,FootLeft_y,FootLeft_z
4.206428527832031,-189.94776248931885,-1237.024873495102,198.92791748046875,-1.985163688659668,18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,130.63873291015625,549.0367269515991,735.9082624316216,-150.5973243713379,553.8358068466187,985.0069433450699,-198.92791748046875,1.985163688659668,-18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,-150.5973243713379,553.8358068466187,985.0069433450699,130.63873291015625,549.0367269515991,735.9082624316216,-291.4842414855957,274.3133497238159,273.09873700141907,-248.18328857421875,437.7701139450073,61.61263585090637,-219.05418395996094,485.3014898300171,-153.90464663505554,-219.05418395996094,485.3014898300171,-153.90464663505554,-213.06509017944336,459.7173070907593,9.23660397529602,326.6151428222656,234.9889326095581,-145.14455199241638,309.68299865722656,397.0991849899292,-873.7545907497406,284.8051452636719,433.8327169418335,-1153.4224450588226,284.8051452636719,433.8327169418335,-1153.4224450588226,270.3736114501953,412.7441167831421,-940.0072991847992,-126.30266189575195,971.7966985702515,950.6660476326942,-122.4081039428711,1344.3000555038452,1805.3443133831024,-75.30475616455078,1470.2245473861694,797.4399328231812,129.28905487060547,978.6873006820679,883.1200562417507,126.96781158447266,1352.2051763534546,1951.6784250736237,85.80398559570312,1479.7048330307007,1001.0678172111511
4.206428527832031,-189.94776248931885,-1237.024873495102,198.92791748046875,-1.985163688659668,18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,130.63873291015625,549.0367269515991,735.9082624316216,-150.5973243713379,553.8358068466187,985.0069433450699,-198.92791748046875,1.985163688659668,-18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,-150.5973243713379,553.8358068466187,985.0069433450699,130.63873291015625,549.0367269515991,735.9082624316216,-291.4842414855957,274.3133497238159,273.09873700141907,-248.18328857421875,437.7701139450073,61.61263585090637,-219.05418395996094,485.3014898300171,-153.90464663505554,-219.05418395996094,485.3014898300171,-153.90464663505554,-213.06509017944336,459.7173070907593,9.23660397529602,326.6151428222656,234.9889326095581,-145.14455199241638,309.68299865722656,397.0991849899292,-873.7545907497406,284.8051452636719,433.8327169418335,-1153.4224450588226,284.8051452636719,433.8327169418335,-1153.4224450588226,270.3736114501953,412.7441167831421,-940.0072991847992,-126.30266189575195,971.7966985702515,950.6660476326942,-122.4081039428711,1344.3000555038452,1805.3443133831024,-75.30475616455078,1470.2245473861694,797.4399328231812,129.28905487060547,978.6873006820679,883.1200562417507,126.96781158447266,1352.2051763534546,1951.6784250736237,85.80398559570312,1479.7048330307007,1001.0678172111511
4.206428527832031,-189.94776248931885,-1237.024873495102,198.92791748046875,-1.985163688659668,18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,130.63873291015625,549.0367269515991,735.9082624316216,-150.5973243713379,553.8358068466187,985.0069433450699,-198.92791748046875,1.985163688659668,-18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,-150.5973243713379,553.8358068466187,985.0069433450699,130.63873291015625,549.0367269515991,735.9082624316216,-291.4842414855957,274.3133497238159,273.09873700141907,-248.18328857421875,437.7701139450073,61.61263585090637,-219.05418395996094,485.3014898300171,-153.90464663505554,-219.05418395996094,485.3014898300171,-153.90464663505554,-213.06509017944336,459.7173070907593,9.23660397529602,326.6151428222656,234.9889326095581,-145.14455199241638,309.68299865722656,397.0991849899292,-873.7545907497406,284.8051452636719,433.8327169418335,-1153.4224450588226,284.8051452636719,433.8327169418335,-1153.4224450588226,270.3736114501953,412.7441167831421,-940.0072991847992,-126.30266189575195,971.7966985702515,950.6660476326942,-122.4081039428711,1344.3000555038452,1805.3443133831024,-75.30475616455078,1470.2245473861694,797.4399328231812,129.28905487060547,978.6873006820679,883.1200562417507,126.96781158447266,1352.2051763534546,1951.6784250736237,85.80398559570312,1479.7048330307007,1001.0678172111511
4.206428527832031,-189.94776248931885,-1237.024873495102,198.92791748046875,-1.985163688659668,18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,130.63873291015625,549.0367269515991,735.9082624316216,-150.5973243713379,553.8358068466187,985.0069433450699,-198.92791748046875,1.985163688659668,-18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,-150.5973243713379,553.8358068466187,985.0069433450699,130.63873291015625,549.0367269515991,735.9082624316216,-291.4842414855957,274.3133497238159,273.09873700141907,-248.18328857421875,437.7701139450073,61.61263585090637,-219.05418395996094,485.3014898300171,-153.90464663505554,-219.05418395996094,485.3014898300171,-153.90464663505554,-213.06509017944336,459.7173070907593,9.23660397529602,326.6151428222656,234.9889326095581,-145.14455199241638,309.68299865722656,397.0991849899292,-873.7545907497406,284.8051452636719,433.8327169418335,-1153.4224450588226,284.8051452636719,433.8327169418335,-1153.4224450588226,270.3736114501953,412.7441167831421,-940.0072991847992,-126.30266189575195,971.7966985702515,950.6660476326942,-122.4081039428711,1344.3000555038452,1805.3443133831024,-75.30475616455078,1470.2245473861694,797.4399328231812,129.28905487060547,978.6873006820679,883.1200562417507,126.96781158447266,1352.2051763534546,1951.6784250736237,85.80398559570312,1479.7048330307007,1001.0678172111511
4.206428527832031,-189.94776248931885,-1237.024873495102,198.92791748046875,-1.985163688659668,18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,130.63873291015625,549.0367269515991,735.9082624316216,-150.5973243713379,553.8358068466187,985.0069433450699,-198.92791748046875,1.985163688659668,-18.579870462417603,198.92791748046875,-1.985163688659668,18.579870462417603,-150.5973243713379,553.8358068466187,985.0069433450699,130.63873291015625,549.0367269515991,735.9082624316216,-291.4842414855957,274.3133497238159,273.09873700141907,-248.18328857421875,437.7701139450073,61.61263585090637,-219.05418395996094,485.3014898300171,-153.90464663505554,-219.05418395996094,485.3014898300171,-153.90464663505554,-213.06509017944336,459.7173070907593,9.23660397529602,326.6151428222656,234.9889326095581,-145.14455199241638,309.68299865722656,397.0991849899292,-873.7545907497406,284.8051452636719,433.8327169418335,-1153.4224450588226,284.8051452636719,433.8327169418335,-1153.4224450588226,270.3736114501953,412.7441167831421,-940.0072991847992,-126.30266189575195,971.7966985702515,950.6660476326942,-122.4081039428711,1344.3000555038452,1805.3443133831024,-75.30475616455078,1470.2245473861694,797.4399328231812,129.28905487060547,978.6873006820679,883.1200562417507,126.96781158447266,1352.2051763534546,1951.6784250736237,85.80398559570312,1479.7048330307007,1001.0678172111511
4.685821533203125,-188.15624713897705,-1239.1264140605927,198.0466079711914,-1.7937040328979492,43.081432580947876,198.0466079711914,-1.7937040328979492,43.081432580947876,130.8858871459961,549.6385145187378,740.3947860002518,-148.00247192382812,553.5898160934448,950.4895955324173,-198.0466079711914,1.7937040328979492,-43.081432580947876,198.0466079711914,-1.7937040328979492,43.081432580947876,-148.00247192382812,553.5898160934448,950.4895955324173,130.8858871459961,549.6385145187378,740.3947860002518,-283.24939727783203,276.1448621749878,188.81288170814514,-245.98102569580078,433.9864683151245,-252.423495054245,-219.76343154907227,477.4311590194702,-550.4333674907684,-219.76343154907227,477.4311590194702,-550.4333674907684,-212.98200607299805,453.13106060028076,-321.40371203422546,329.27112579345703,236.23021602630615,-109.97739434242249,313.06652069091797,391.59194469451904,-883.6556375026703,294.0974807739258,422.01119899749756,-1192.2068297863007,294.0974807739258,422.01119899749756,-1192.2068297863007,278.8065719604492,402.91181087493896,-960.7550799846649,-131.0659408569336,971.8110609054565,666.5298491716385,-133.63195419311523,1345.864291191101,1360.6003820896149,-91.99319839477539,1470.7359266281128,339.3353521823883,118.9715576171875,978.9223051071167,795.7561872899532,112.53860473632812,1358.3359479904175,1713.3959829807281,73.09795379638672,1484.1374158859253,757.3212161660194
3.9940834045410156,-186.60711765289307,-1236.6450726985931,197.33430862426758,-2.213759422302246,33.41981768608093,197.33430862426758,-2.213759422302246,33.41981768608093,130.7967185974121,550.8414316177368,724.0982428193092,-146.3572120666504,554.462456703186,916.7305305600166,-197.33430862426758,2.213759422302246,-33.41981768608093,197.33430862426758,-2.213759422302246,33.41981768608093,-146.3572120666504,554.462456703186,916.7305305600166,130.7967185974121,550.8414316177368,724.0982428193092,-278.63489151000977,252.1623659133911,121.19391560554504,-241.21628761291504,328.52203845977783,-328.97064089775085,-220.06780624389648,343.19902896881104,-561.0898435115814,-220.06780624389648,343.19902896881104,-561.0898435115814,-214.47687149047852,328.38533878326416,-381.75854086875916,328.4648323059082,233.3006715774536,-202.50985026359558,312.385196685791,354.06147480010986,-954.7447860240936,293.76611709594727,374.10969257354736,-1227.5045812129974,293.76611709594727,374.10969257354736,-1227.5045812129974,278.9903450012207,357.1561861038208,-1023.4285295009613,-129.76673126220703,965.8157587051392,518.8412964344025,-130.97795486450195,1345.5350732803345,1069.682002067566,-89.3522834777832,1469.8991632461548,66.59618020057678,116.43037796020508,977.7110910415649,682.1192502975464,113.85278701782227,1356.936936378479,1460.5266153812408,76.02804183959961,1482.2629022598267,522.2645998001099
4.427022933959961,-184.36426162719727,-1284.9994897842407,196.68532371520996,-2.758769989013672,49.53479766845703,196.68532371520996,-2.758769989013672,49.53479766845703,131.62089347839355,553.7109661102295,800.5635589361191,-144.89441871643066,556.6214275360107,983.3373203873634,-196.68532371520996,2.758769989013672,-49.53479766845703,196.68532371520996,-2.758769989013672,49.53479766845703,-144.89441871643066,556.6214275360107,983.3373203873634,131.62089347839355,553.7109661102295,800.5635589361191,-277.84619331359863,255.18656730651855,93.54043006896973,-242.78472900390625,366.4124393463135,-350.37922859191895,-221.08683586120605,398.4106922149658,-533.4017276763916,-221.08683586120605,398.4106922149658,-533.4017276763916,-215.0953769683838,378.05176734924316,-393.8397169113159,329.564847946167,235.44808387756348,-184.7931146621704,308.8854503631592,355.7625102996826,-997.8289604187012,287.99220085144043,379.51260566711426,-1293.5134172439575,287.99220085144043,379.51260566711426,-1293.5134172439575,275.0518321990967,361.3986110687256,-1069.7343349456787,-131.06369972229004,965.8013820648193,652.968168258667,-134.9181842803955,1347.009572982788,1317.379891872406,-94.04282569885254,1470.7462978363037,305.3913712501526,113.3124828338623,978.2205104827881,803.8321807980537,109.63549613952637,1358.9212703704834,1683.1214427947998,72.9422664642334,1483.65065574646,736.4615350961685
3.040189743041992,-183.77177238464355,-1282.9543948173523,196.6421413421631,-3.3258819580078125,21.907269954681396,196.6421413421631,-3.3258819580078125,21.907269954681396,131.54723167419434,557.3702430725098,808.2704395055771,-144.62872505187988,559.3838310241699,986.669197678566,-196.6421413421631,3.3258819580078125,-21.907269954681396,196.6421413421631,-3.3258819580078125,21.907269954681396,-144.62872505187988,559.3838310241699,986.669197678566,131.54723167419434,557.3702430725098,808.2704395055771,-278.38744163513184,253.28453063964844,125.40209293365479,-244.55928802490234,374.8886489868164,-349.8304486274719,-221.53512001037598,408.5980796813965,-577.2420763969421,-221.53512001037598,408.5980796813965,-577.2420763969421,-215.52741050720215,387.25032806396484,-400.15822649002075,330.1573848724365,235.4967498779297,-261.6395354270935,311.55165672302246,359.21058654785156,-1122.9473948478699,292.8196620941162,384.2127227783203,-1417.5471663475037,292.8196620941162,384.2127227783203,-1417.5471663475037,280.8138179779053,365.8348846435547,-1193.9486861228943,-131.0446262359619,956.0355949401855,565.8235549926758,-132.5915241241455,1346.7324256896973,1101.533979177475,-91.09347343444824,1470.5471992492676,93.40035915374756,111.7514705657959,974.2256355285645,658.9180827140808,112.88680076599121,1357.7057075500488,1427.8151392936707,75.78341484069824,1482.9084205627441,469.91974115371704
2.7903366088867188,-182.22882270812988,-1282.5902104377747,196.36463165283203,-4.724006652832031,14.310777187347412,196.36463165283203,-4.724006652832031,14.310777187347412,132.0020294189453,559.24241065979,787.3372361063957,-136.8710708618164,561.1889362335205,975.1849621534348,-196.36463165283203,4.724006652832031,-14.310777187347412,196.36463165283203,-4.724006652832031,14.310777187347412,-136.8710708618164,561.1889362335205,975.1849621534348,132.0020294189453,559.24241065979,787.3372361063957,-274.68071937561035,246.03816032409668,13.68480920791626,-231.50647163391113,267.81764030456543,-529.2103886604309,-213.61852645874023,263.5718822479248,-678.935706615448,-213.61852645874023,263.5718822479248,-678.935706615448,-210.97900390625,254.6780490875244,-557.9832196235657,330.4988098144531,193.5640811920166,-333.43178033828735,307.7391052246094,232.79980659484863,-1150.6419777870178,287.8723907470703,228.61985206604004,-1391.3212418556213,287.8723907470703,228.61985206604004,-1391.3212418556213,278.5026550292969,218.9033031463623,-1206.454575061798,-130.90534210205078,945.723123550415,627.5811195373535,-131.7385482788086,1344.435739517212,1133.4203779697418,-89.44272994995117,1468.7834644317627,170.8318591117859,112.24075317382812,964.4251728057861,599.3862748146057,114.88140106201172,1354.2289066314697,1373.5411465168,77.60581970214844,1474.3471240997314,467.379093170166
